messageTime,currGameStat,gameFlow
00:47:30,"In the top of the 3rd inning, Kia Tigers batter Oh Sun-woo faced Samsung Lions pitcher Hwang Dong-jae and fouled off a forkball, bringing the count to 0 balls and 2 strikes with a runner on first base. Kia Tigers’ batter Oh Sun-woo faced a 141 km/h fastball from Samsung Lions’ pitcher Hwang Dong-jae, resulting in ball three and a 1-2 count with a runner on first and no outs in the third inning.","The Kia Tigers started strong with 윤도현’s two-run single, but the Samsung Lions quickly leveled the score thanks to Kim Jae-sung’s clutch bases-loaded single. Both teams have showcased solid pitching and resilience, with Samsung holding a slight momentum edge. In the top of the third inning, Kia’s Choi Hyung-woo reached first base on a walk, creating a scoring chance. Currently, Kia’s 오선우 is battling Samsung’s pitcher 황동재, working a full count after fouling off a forkball and taking a fastball for ball three. With no outs and a runner on first, Kia is poised to try and break the deadlock."
00:48:00,"In the top of the 3rd inning, Kia Tigers batter Oh Sun-woo swung and missed on a 1-3 count against Samsung Lions pitcher Hwang Dong-jae’s 135 km/h forkball, with a runner on first and no outs. Kia Tigers batter Oh Sun-woo struck out against Samsung Lions pitcher Hwang Dong-jae, resulting in the first out of the inning.","The Kia Tigers opened the game strongly with 윤도현’s two-run single, but the Samsung Lions quickly responded through Kim Jae-sung’s bases-loaded hit to even the score. Both teams have demonstrated solid pitching and resilience, with Samsung holding a slight momentum advantage. In the top of the third, Kia’s Choi Hyung-woo reached base on a walk, setting up a potential scoring opportunity. However, Kia’s 오선우 struck out swinging against Samsung’s 황동재, marking the first out of the inning. With one out and a runner still on first, Kia remains eager to break the tie."
00:48:30,"In the top of the 3rd inning, Kia Tigers’ sixth batter, Kim Seok-hwan, stepped up to the plate against Samsung Lions’ pitcher Hwang Dong-jae with one out and a runner on first. Kia Tigers’ batter 김석환 faced a 1-0 ball count after a 133 km/h forkball from Samsung Lions’ pitcher 황동재, with one out and a runner on first base in the third inning.","The Kia Tigers started strong with 윤도현’s two-run single, but the Samsung Lions quickly leveled the score thanks to Kim Jae-sung’s bases-loaded hit. Both teams have showcased solid pitching and resilience, with Samsung holding a slight momentum edge. In the top of the third, Kia’s Choi Hyung-woo walked to get on base, but 오선우 struck out swinging for the first out. Now, with one out and a runner on first, Kia’s 김석환 is at the plate facing Samsung’s pitcher 황동재, looking to push the Tigers ahead. The game remains tightly contested as Kia seeks to regain the lead."
00:49:00,"In the top of the 3rd inning, Kia Tigers batter Kim Seok-hwan faced Samsung Lions pitcher Hwang Dong-jae and swung and missed on a forkball for strike two, with the count now at one ball and one strike and one out recorded.","The Kia Tigers opened the game strongly with 윤도현’s two-run single, but the Samsung Lions quickly responded through Kim Jae-sung’s bases-loaded hit to even the score. Both teams have demonstrated solid pitching and resilience, with Samsung holding a slight momentum advantage. In the top of the third inning, Kia’s Choi Hyung-woo reached base on a walk, but 오선우 struck out for the first out. Now, with one out and a runner on first, 김석환 is battling Samsung’s pitcher 황동재, currently down one ball and one strike after swinging and missing a forkball. The game remains tightly contested as Kia looks to regain the lead."
00:49:30,"In the top of the 3rd inning, Kia Tigers batter Kim Seok-hwan faced a slider from Samsung Lions pitcher Hwang Dong-jae, resulting in a called third strike with a 1-2 count and one out, while a runner occupied first base. Kia Tigers batter 김석환, with two strikes and one out in the third inning, faced a 136 km/h forkball from Samsung Lions pitcher 황동재, resulting in a ball and a 2-2 count.","The Kia Tigers started strong with 윤도현’s two-run single, but the Samsung Lions quickly leveled the score thanks to Kim Jae-sung’s bases-loaded hit. Both teams have showcased solid pitching and resilience, with Samsung holding a slight momentum edge. In the top of the third inning, Kia’s Choi Hyung-woo walked to first base, followed by 오선우’s strikeout for the first out. Currently, with one out and a runner on first, 김석환 is battling Samsung’s pitcher 황동재, holding a 2-2 count after fouling off a forkball. The game remains tightly contested as Kia looks to regain the lead."
00:50:00,"In the top of the 3rd inning, Kia Tigers batter Kim Seok-hwan faced a 3-2 count against Samsung Lions pitcher Hwang Dong-jae and took a fifth pitch forkball for a ball, with one out and a runner on first.","The Kia Tigers opened the game strongly with 윤도현’s two-run single, but the Samsung Lions quickly responded with Kim Jae-sung’s bases-loaded hit to tie the score. Both teams have demonstrated solid pitching and resilience, with Samsung holding a slight momentum advantage. In the top of the third inning, Kia’s Choi Hyung-woo reached first base on a walk, followed by 오선우’s strikeout for the first out. Currently, with one out and a runner on first, 김석환 is working a full count against Samsung’s pitcher 황동재, having just taken a ball on a forkball. The game remains tightly contested as Kia looks to regain the lead."
00:50:30,"In the top of the 3rd inning, Kia Tigers batter Kim Seok-hwan faced a full count of 3 balls and 2 strikes against Samsung Lions pitcher Hwang Dong-jae, with one out and a runner on first base. Kia Tigers batter 김석환, facing Samsung Lions pitcher 황동재, hit a single to right field. 1루에 있던 Kia Tigers의 최형우가 3루까지 진루했다.","The Kia Tigers started strong with 윤도현’s two-run single, but the Samsung Lions quickly leveled the score through Kim Jae-sung’s bases-loaded hit. Both teams have showcased solid pitching and resilience, with Samsung holding a slight momentum edge. In the top of the third inning, after Choi Hyung-woo’s walk and 오선우’s strikeout, 김석환 worked a full count before delivering a single to right field. This hit allowed Choi to advance to third base, putting Kia in a promising position with one out and runners on first and third. Kia is now looking to capitalize and regain the lead against Samsung’s pitcher 황동재."
00:51:00,There's a TV commercial or a replay on.,"The Kia Tigers started strong with 윤도현’s two-run single, but the Samsung Lions quickly leveled the score through Kim Jae-sung’s bases-loaded hit. Both teams have showcased solid pitching and resilience, with Samsung holding a slight momentum edge. In the top of the third inning, after Choi Hyung-woo’s walk and 오선우’s strikeout, 김석환 worked a full count before delivering a single to right field. This hit allowed Choi to advance to third base, putting Kia in a promising position with one out and runners on first and third. Kia is now looking to capitalize and regain the lead against Samsung’s pitcher 황동재."
00:51:30,There's a TV commercial or a replay on.,"The Kia Tigers started strong with 윤도현’s two-run single, but the Samsung Lions quickly leveled the score through Kim Jae-sung’s bases-loaded hit. Both teams have showcased solid pitching and resilience, with Samsung holding a slight momentum edge. In the top of the third inning, after Choi Hyung-woo’s walk and 오선우’s strikeout, 김석환 worked a full count before delivering a single to right field. This hit allowed Choi to advance to third base, putting Kia in a promising position with one out and runners on first and third. Kia is now looking to capitalize and regain the lead against Samsung’s pitcher 황동재."
00:52:00,There's a TV commercial or a replay on.,"The Kia Tigers started strong with 윤도현’s two-run single, but the Samsung Lions quickly leveled the score through Kim Jae-sung’s bases-loaded hit. Both teams have showcased solid pitching and resilience, with Samsung holding a slight momentum edge. In the top of the third inning, after Choi Hyung-woo’s walk and 오선우’s strikeout, 김석환 worked a full count before delivering a single to right field. This hit allowed Choi to advance to third base, putting Kia in a promising position with one out and runners on first and third. Kia is now looking to capitalize and regain the lead against Samsung’s pitcher 황동재."
